form	lemma	POS	morph
རྫོགས་པ་	རྫོགས་པ་	VERB
ནི་	ནི་	NO_POS
༔		PUNCT
མཛེ་	མཛེ་	NO_POS
སྤྲང་	སྤྲང་	NO_POS
ངམ་	གམ་	PART
༔		PUNCT
དམ་ཉམས་	དམ་ཉམས་	NO_POS
ཀྱིས་	གིས་	PART
བསླད་པ་	བསླད་པ་	VERB
འམ་	གམ་	PART
༔		PUNCT
རང་བཞིན་	རང་བཞིན་	NOUN
གྱིས་	གིས་	PART
གནས་	གནས་	NOUN
འཐིབ་པ་	འཐིབ་པ་	NO_POS
དང་	དང་	NO_POS
༔		PUNCT
ནམ་ཟླ་	ནམ་ཟླ་	NOUN
ས་	གིས་	PART
འཐིབ་པ་	འཐིབ་པ་	NO_POS
འོ་	གོ་	PART
༔		PUNCT
དེ་	སྟེ་	PART
ལ་	ལ་	PART
གནས་	གནས་	NOUN
མཐོ་བ་	མཐོ་བ་	VERB
འམ་	གམ་	PART
༔		PUNCT
གངས་	གངས་	NOUN
མཐོ་བ་	མཐོ་བ་	VERB
འམ་	གམ་	PART
༔		PUNCT
ནེའུ་སིང་	ནེའུ་སིང་	NO_POS
ངམ་	གམ་	PART
༔		PUNCT
བྲག་	བྲག་	NOUN
གི་	གི་	PART
རྩེ་	རྩེ་	NOUN
ལ་	ལ་	PART
བསྒོམས་པ་	བསྒོམས་པ་	VERB
ས་	གིས་	PART
སེལ་	སེལ་	VERB
ལོ་	གོ་	PART
༔		PUNCT
གྲོག་	གྲོག་	NOUN
ནི་	ནི་	NO_POS
༔		PUNCT
དམ་ཉམས་	དམ་ཉམས་	NO_POS
སམ་	གམ་	PART
༔		PUNCT
སྡོམ་	སྡོམ་	NOUN
ཉམས་	ཉམས་	NOUN
སམ་	གམ་	PART
༔		PUNCT
བསམ་ངན་	བསམ་ངན་	NOUN
ནམ་	གམ་	PART
༔		PUNCT
སྡིག་ཅན་	སྡིག་ཅན་	ADJ
ནམ་	གམ་	PART
༔		PUNCT
གདོན་	གདོན་	NOUN
ཅན་	ཅན་	PART
དང་	དང་	NO_POS
འགྲོགས་པ་	འགྲོགས་པ་	NO_POS
ས་	གིས་	PART
ཏིང་ངེ་འཛིན་	ཏིང་ངེ་འཛིན་	NOUN
འགྲིབ་པ་	འགྲིབ་པ་	VERB
དང་	དང་	NO_POS
༔		PUNCT
ལུས་	ལུས་	NOUN
ལྡང་	ལྡང་	NO_POS
མི་	མི་	PART
ནུས་པ་	ནུས་པ་	VERB
དང་	དང་	NO_POS
༔		PUNCT
བཏང་སྙོམས་	བཏང་སྙོམས་	NOUN
དང་	དང་	NO_POS
ལེ་ལོ་	ལེ་ལོ་	NOUN
ར་	ལ་	PART
ལུས་པ་	ལུས་པ་	VERB
འབྱུང་	འབྱུང་	VERB
ངོ་	གོ་	PART
༔		PUNCT
དེ་	སྟེ་	PART
ལ་	ལ་	PART
སྐོང་	སྐོང་	NO_POS
གསོ་	གསོ་	NO_POS
བྱ་	བྱ་	VERB
༔		PUNCT
བཤགས་པ་	བཤགས་པ་	VERB
བྱ་	བྱ་	VERB
༔		PUNCT
འཆི་བ་	འཆི་བ་	VERB
བསམ་	བསམ་	NOUN
༔		PUNCT
གསོལ་བ་	གསོལ་བ་	VERB
གདབ་	གདབ་	NO_POS
༔		PUNCT
སྨྲ་བ་	སྨྲ་བ་	VERB
བཅད་	བཅད་	VERB
༔		PUNCT
འཁྲུལ་	འཁྲུལ་	NO_POS
འཁོར་	འཁོར་	NOUN
བྱ་	བྱ་	VERB
༔		PUNCT
དེ་	དེ་	DET
ས་	གིས་	PART
སེལ་	སེལ་	VERB
ལོ་	གོ་	PART
༔		PUNCT
རྒོད་པ་	རྒོད་པ་	VERB
ལ་	ལ་	PART
འང་	ཀྱང་	PART
གནས་	གནས་	NOUN
དང་	དང་	NO_POS
༔		PUNCT
གྲོག་	གྲོག་	NOUN
སོ་	གོ་	PART
༔		PUNCT
གནས་	གནས་	NOUN
ཀྱི་	གི་	PART
རྒོད་པ་	རྒོད་པ་	VERB
ནི་	ནི་	NO_POS
༔		PUNCT
གནས་	གནས་	NOUN
དྭངས་	དྭངས་	NO_POS
ཆེ་	ཆེ་	VERB
བ་	བ་	ADP
རིག་པ་	རིག་པ་	VERB
མ་	མ་	PART
ནོན་པ་	ནོན་པ་	VERB
འོ་	གོ་	PART
༔		PUNCT
དེ་	སྟེ་	PART
ལ་	ལ་	PART
སྤྱི་བོ་	སྤྱི་བོ་	NOUN
ར་	ལ་	PART
བླ་མ་	བླ་མ་	NOUN
བསྒོམ་	བསྒོམ་	VERB
༔		PUNCT
གྲོག་	གྲོག་	NOUN
ཀྱིས་	གིས་	PART
གཡེང་	གཡེང་	VERB
སྟེ་	སྟེ་	PART
རྒོད་པ་	རྒོད་པ་	VERB
ལ་	ལ་	PART
སྨྲ་བ་	སྨྲ་བ་	VERB
བཅད་	བཅད་	VERB
༔		PUNCT
ཞེན་པ་	ཞེན་པ་	VERB
སྐྱུ་	སྐྱུ་	VERB
༔		PUNCT
བློ་ཁ་	བློ་ཁ་	NOUN
ནང་	ནང་	NOUN
དུ་	ལ་	PART
ལོག་	ལོག་	VERB
ལ་	ལ་	PART
སྙིང་རུས་	སྙིང་རུས་	NOUN
བསྐྱེད་	བསྐྱེད་	VERB
དེ་	སྟེ་	PART
༔		PUNCT
ལ་	ལ་	ADP
ར་	ལ་	PART
གྱི་	གི་	PART
ཁམས་	ཁམས་	NOUN
འདུས་པ་	འདུས་པ་	VERB
དང་	དང་	NO_POS
༔		PUNCT
རྐྱེན་	རྐྱེན་	NOUN
དྲག་པོ་	དྲག་པོ་	ADJ
དང་	དང་	NO_POS
༔		PUNCT
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
འབྱུང་བ་	འབྱུང་བ་	VERB
འི་	གི་	PART
དུས་	དུས་	NOUN
སུ་	ལ་	PART
༔		PUNCT
འོ་ད་	འོ་ད་	NO_POS
རེ་	རེ་	NOUN
ང་	ང་	PRON
ལ་	ལ་	PART
དགེ་སྦྱོར་	དགེ་སྦྱོར་	NOUN
གྱི་	གི་	PART
གསལ་	གསལ་	VERB
འདེབས་	འདེབས་	VERB
བླ་མ་	བླ་མ་	NOUN
ཅིག་	ཅིག་	PART
བྱུང་	བྱུང་	VERB
རེ་	རེ་	DET
དགའ་	དགའ་	VERB
སྙོམས་	སྙོམས་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
སུ་	ལ་	PART
གྱུར་པ་	གྱུར་པ་	VERB
ས་	གིས་	PART
སྔ་	སྔ་	NOUN
ལན་	ལན་	NOUN
༔		PUNCT
ཁམས་	ཁམས་	NOUN
གསུམ་	གསུམ་	NUM
སེམས་ཅན་	སེམས་ཅན་	NOUN
ཕ་མ་	ཕ་མ་	NOUN
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
འི་	གི་	PART
མི་འདོད་པ་	མི་འདོད་པ་	NO_POS
འི་	གི་	PART
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ང་	ང་	PRON
ལ་	ལ་	PART
ཤོག་	ཤོག་	VERB
ཅིག་	ཅིག་	PART
༔		PUNCT
ང་	ང་	PRON
འི་	གི་	PART
སྡིག་སྒྲིབ་	སྡིག་སྒྲིབ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
དུས་	དུས་	NOUN
འདི་	འདི་	DET
ར་	ལ་	PART
སྨིན་པ་	སྨིན་པ་	VERB
ར་	ལ་	PART
གྱུར་ཅིག་	གྱུར་ཅིག་	NO_POS
༔		PUNCT
མི་ཁ་	མི་ཁ་	NOUN
དང་	དང་	NO_POS
༔		PUNCT
གླེང་བརྗོད་	གླེང་བརྗོད་	OTHER
མི་མཐུན་པ་	མི་མཐུན་པ་	NO_POS
ཐམས་ཅད་	ཐམས་ཅད་	DET
ང་	ང་	PRON
ལ་	ལ་	PART
ཤོག་	ཤོག་	VERB
ཅིག་	ཅིག་	PART
༔		PUNCT
དུས་	དུས་	NOUN
འདི་	འདི་	DET
ར་	ལ་	PART
ཤོག་	ཤོག་	VERB
ཅིག་	ཅིག་	PART
༔		PUNCT
སྐད་ཅིག་མ་	སྐད་ཅིག་མ་	ADJ
ལ་	ལ་	PART
ཤོག་	ཤོག་	VERB
ཅིག་	ཅིག་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
༔		PUNCT
རྒྱུད་	རྒྱུད་	NOUN
ལ་	ལ་	ADP
འང་	ཀྱང་	PART
བཀལ་	བཀལ་	NO_POS
ལ་	ལ་	PART
གསོལ་བ་	གསོལ་བ་	VERB
ཕུར་ཚུགས་	ཕུར་ཚུགས་	NO_POS
སུ་	ལ་	PART
བཏབ་པ་	བཏབ་པ་	VERB
ས་	གིས་	PART
༔		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
སྟེང་	སྟེང་	NOUN
དུ་	ལ་	PART
གཏད་མེད་	གཏད་མེད་	NO_POS
དུ་	ལ་	PART
ཕྱལ་	ཕྱལ་	NO_POS
ཕྱལ་	ཕྱལ་	NO_POS
༔		PUNCT
ཉམས་	ཉམས་	NOUN
དགའ་	དགའ་	VERB
ཡལ་བ་	ཡལ་བ་	VERB
༔		PUNCT
རྒྱང་	རྒྱང་	NOUN
གླུ་	གླུ་	NOUN
རྩེ་	རྩེ་	NOUN
རེ་བ་	རེ་བ་	VERB
ཅིག་	ཅིག་	PART
འོང་	འོང་	VERB
སྟེ་	སྟེ་	PART
༔		PUNCT
དེ་ལས་	དེ་ལས་	NO_POS
ཀྱིས་	གིས་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
དག་པ་	དག་པ་	VERB
བྱ་བ་	བྱ་བ་	VERB
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
༔		PUNCT
དཔེར་ན་	དཔེར་ན་	NO_POS
ཡུལ་	ཡུལ་	NOUN
གཅིག་	གཅིག་	NUM
ཏུ་	ལ་	PART
འཕྲད་	འཕྲད་	VERB
དམ་	གམ་	PART
༔		PUNCT
ལམ་	གམ་	PART
དོག་པོ་	དོག་པོ་	ADJ
གཅིག་	གཅིག་	NUM
བྱུང་	བྱུང་	VERB
ན་	ལ་	PART
དེ་	སྟེ་	PART
བརྒལ་	བརྒལ་	VERB
མ་	མ་	PART
ཐག་	ཐག་	VERB
ཡུལ་	ཡུལ་	NOUN
གཅིག་	གཅིག་	NUM
འོང་	འོང་	VERB
ངོ་	གོ་	PART
ཤེས་པ་	ཤེས་པ་	VERB
ས་	གིས་	PART
༔		PUNCT
དེ་	སྟེ་	PART
དང་	དང་	NO_POS
འདྲ་བ་	འདྲ་བ་	VERB
བཞིན་	བཞིན་	NOUN
བསྒོམས་པ་	བསྒོམས་པ་	VERB
འི་	གི་	PART
རྗེས་	རྗེས་	NOUN
ལ་	ལ་	PART
༔		PUNCT
ཉམས་	ཉམས་	NOUN
ཀྱི་	གི་	PART
འཕེལ་འགྲིབ་	འཕེལ་འགྲིབ་	NO_POS
རེ་	རེ་	DET
བྱུང་	བྱུང་	VERB
དུས་	དུས་	NOUN
༔		PUNCT
རྗེས་	རྗེས་	NOUN
ལ་	ལ་	PART
རྟོགས་པ་	རྟོགས་པ་	VERB
རྐྱང་བ་	རྐྱང་བ་	OTHER
གཅིག་	གཅིག་	NUM
མི་	མི་	PART
སྐྱེ་	སྐྱེ་	NOUN
མི་	མི་	PART
སྲིད་པ་	སྲིད་པ་	VERB
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
༔		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
མ་རིག་པ་	མ་རིག་པ་	NOUN
འི་	གི་	PART
འཕེལ་འགྲིབ་	འཕེལ་འགྲིབ་	NO_POS
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱང་	ཀྱང་	PART
རྒྱུ་མ་	རྒྱུ་མ་	NOUN
རིག་པ་	རིག་པ་	VERB
༔		PUNCT
ངོ་བོ་	ངོ་བོ་	NOUN
བདག་	བདག་	PRON
ཏུ་	ལ་	PART
འཛིན་པ་	འཛིན་པ་	VERB
༔		PUNCT
མཚན་ཉིད་	མཚན་ཉིད་	NOUN
མ་ངེས་པ་	མ་ངེས་པ་	NO_POS
འོ་	གོ་	PART
༔		PUNCT
དབྱེ་	དབྱེ་	VERB
ན་	ལ་	PART
༔		PUNCT
བདག་	བདག་	PRON
ལ་	ལ་	PART
བརྟེན་	བརྟེན་	VERB
ཏེ་	སྟེ་	PART
བྱུང་བ་	བྱུང་བ་	VERB
དང་	དང་	NO_POS
༔		PUNCT
གཞན་	གཞན་	DET
ལ་	ལ་	PART
བརྟེན་	བརྟེན་	VERB
ཏེ་	སྟེ་	PART
བྱུང་བ་	བྱུང་བ་	VERB
དང་	དང་	NO_POS
༔		PUNCT
གཉིས་ཀ་	གཉིས་ཀ་	OTHER
ལ་	ལ་	PART
བརྟེན་	བརྟེན་	VERB
ཏེ་	སྟེ་	PART
བྱུང་བ་	བྱུང་བ་	VERB
དང་	དང་	NO_POS
༔		PUNCT
ཤེས་རབ་	ཤེས་རབ་	NOUN
བྱ་	བྱ་	VERB
ལྟ་	ལྟ་	OTHER
ལྡིང་བ་	ལྡིང་བ་	VERB
འོ་	གོ་	PART
༔		PUNCT
བདག་	བདག་	PRON
ལ་	ལ་	PART
བརྟག་པ་	བརྟག་པ་	VERB
ནི་	ནི་	NO_POS
༔		PUNCT
ང་	ང་	PRON
དང་	དང་	NO_POS
བདག་	བདག་	PRON
ཏུ་	ལ་	PART
འཛིན་པ་	འཛིན་པ་	VERB
འི་	གི་	PART
ཉོན་མོངས་པ་	ཉོན་མོངས་པ་	NOUN
རྣམས་	རྣམས་	DET
སོ་	གོ་	PART
༔		PUNCT
གཞན་	གཞན་	DET
གྱི་	གི་	PART
ཕྱི་རོལ་	ཕྱི་རོལ་	NOUN
གྱི་	གི་	PART
གདོན་	གདོན་	NOUN
རྣམས་	རྣམས་	DET
རང་	རང་	PRON
གི་	གི་	PART
སྣང་བ་	སྣང་བ་	VERB
ལ་	ལ་	PART
ཞེན་པ་	ཞེན་པ་	VERB
ས་	གིས་	PART
དུག་	དུག་	NOUN
ལྔ་	ལྔ་	NUM
རྒྱས་པ་	རྒྱས་པ་	VERB
འོ་	གོ་	PART
༔		PUNCT
གཉིས་ཀ་	གཉིས་ཀ་	OTHER
ལ་	ལ་	PART
བརྟེན་པ་	བརྟེན་པ་	VERB
ནི་	ནི་	NO_POS
༔		PUNCT
གཟུང་འཛིན་	གཟུང་འཛིན་	NOUN
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
རྟོག་པ་	རྟོག་པ་	VERB
འོ་	གོ་	PART
༔		PUNCT
ཤེས་རབ་	ཤེས་རབ་	NOUN
བྱ་	བྱ་	VERB
ལྟ་	ལྟ་	OTHER
ལྡིང་བ་	ལྡིང་བ་	VERB
ནི་	ནི་	NO_POS
༔		PUNCT
ཆོ་	ཆོ་	NOUN
མང་པོ་	མང་པོ་	ADJ
ཤེ་	ཤེ་	VERB
ཤིང་	ཅིང་	PART
རློམས་	རློམས་	NO_POS
སེམས་	སེམས་	NOUN
སུ་	ལ་	PART
གྱུར་	གྱུར་	VERB
ཏེ་	སྟེ་	PART
༔		PUNCT
བློ་	བློ་	NOUN
དྲེད་	དྲེད་	VERB
ཁྱེར་བ་	ཁྱེར་བ་	VERB
འོ་	གོ་	PART
༔		PUNCT
བྱིང་བ་	བྱིང་བ་	VERB
ལ་	ལ་	PART
ལུས་	ལུས་	NOUN
ཀྱི་	གི་	PART
འབྱུང་བ་	འབྱུང་བ་	VERB
འཁྲུགས་པ་	འཁྲུགས་པ་	VERB
འི་	གི་	PART
གཉིད་	གཉིད་	NOUN
དང་	དང་	NO_POS
༔		PUNCT
ཆེད་	ཆེད་	NOUN
དུ་	ལ་	PART
གོ་	གོ་	NOUN
དང་	དང་	NO_POS
༔		PUNCT
མལ་	མལ་	NO_POS
དུས་	དུས་	NOUN
བཙལ་བ་	བཙལ་བ་	VERB
དང་	དང་	NO_POS
༔		PUNCT
ངལ་དུབ་	ངལ་དུབ་	NOUN
དང་	དང་	NO_POS
༔		PUNCT
ཆད་ལས་	ཆད་ལས་	NO_POS
བྱུང་བ་	བྱུང་བ་	VERB
འོ་	གོ་	PART
༔		PUNCT
རྒོད་པ་	རྒོད་པ་	VERB
ལ་	ལ་	PART
རང་བཞིན་	རང་བཞིན་	NOUN
གྱིས་	གིས་	PART
རྒོད་པ་	རྒོད་པ་	VERB
དང་	དང་	NO_POS
༔		PUNCT
གླུ་གར་	གླུ་གར་	NOUN
རོལ་རྩེད་	རོལ་རྩེད་	OTHER
དང་	དང་	NO_POS
༔		PUNCT
ཉོན་མོངས་པ་	ཉོན་མོངས་པ་	NOUN
ས་	གིས་	PART
དཀྲུགས་པ་	དཀྲུགས་པ་	NON_WORD
རྣམས་	རྣམས་	DET
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
༔		PUNCT
དེ་	སྟེ་	PART
རྣམས་	རྣམས་	DET
གང་	གང་	NO_POS
ལ་	ལ་	ADP
ས་	གིས་	PART
བྱུང་	བྱུང་	VERB
བརྟག་པ་	བརྟག་པ་	VERB
ས་	གིས་	PART
གཞི་མེད་	གཞི་མེད་	ADJ
༔		PUNCT
གང་	གང་	NO_POS
ལ་	ལ་	PART
གནས་ལུགས་	གནས་ལུགས་	VERB
བལྟས་་	བལྟས་པ་	VERB
ས་	གིས་	PART
རྩ་བ་	རྩ་བ་	NOUN
དང་	དང་	NO_POS
བྲལ་	བྲལ་	VERB
༔		PUNCT
ངོ་	གོ་	PART
གང་	གང་	NO_POS
དུ་	ལ་	PART
སྤྲད་	སྤྲད་	NO_POS
༔		PUNCT
རིག་པ་	རིག་པ་	VERB
རྟེན་	རྟེན་	NOUN
མེད་	མེད་	VERB
དུ་	ལ་	PART
ངོ་	གོ་	PART
སྤྲད་	སྤྲད་	NO_POS
དོ་	གོ་	PART
༔		PUNCT
དཔེ་	དཔེ་	NOUN
འདུས་མ་བྱས་	འདུས་མ་བྱས་	NO_POS
ཀྱི་	གི་	PART
ནམ་མཁའ་	ནམ་མཁའ་	NOUN
དང་	དང་	NO_POS
འདྲ་	འདྲ་	VERB
༔		PUNCT
ཅི་	ཅི་	NO_POS
རུ་	ལ་	PART
བསྲེ་	བསྲེ་	NO_POS
༔		PUNCT
འོད་གསལ་	འོད་གསལ་	NOUN
བདེ་བ་	བདེ་བ་	VERB
རང་སྟོང་	རང་སྟོང་	NO_POS
དུ་	ལ་	PART
བསྲེ་	བསྲེ་	NO_POS
༔		PUNCT
དུས་	དུས་	NOUN
ཅི་ཙམ་	ཅི་ཙམ་	NO_POS
ན་	ལ་	PART
ད་ལྟ་	ད་ལྟ་	OTHER
ཉིད་	ཉིད་	DET
ཀྱི་	གི་	PART
ཤེས་པ་	ཤེས་པ་	VERB
འདི་	འདི་	DET
ན་	ནས་	PART
མ་	མ་	PART
ཡེངས་པ་	ཡེངས་པ་	VERB
ར་	ལ་	PART
རོ་	རོ་	NOUN
༔		PUNCT
ང་	ང་	NOUN
ཅིས་	ཅིས་	NO_POS
འདོགས་	འདོགས་	VERB
༔		PUNCT
རླུང་	རླུང་	NOUN
གིས་	གིས་	PART
འདོགས་	འདོགས་	VERB
༔		PUNCT
རླུང་	རླུང་	NOUN
ལ་	ལ་	PART
ཤེས་པ་	ཤེས་པ་	VERB
ས་	གིས་	PART
འདོགས་	འདོགས་	VERB
༔		PUNCT
རང་བྱུང་	རང་བྱུང་	NOUN
གི་	གི་	PART
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ཧྲིག་	ཧྲིག་	NO_POS
གེ་	གེ་	NO_POS
རྗེན་	རྗེན་	NO_POS
ནེ་བ་	ནེ་བ་	NO_POS
འོ་	གོ་	PART
༔		PUNCT
རྟགས་	རྟགས་	NOUN
ཅི་ཙམ་	ཅི་ཙམ་	NO_POS
འབྱུང་	འབྱུང་	VERB
༔		PUNCT
ཞེན་ཆགས་	ཞེན་ཆགས་	NOUN
དང་	དང་	NO_POS
བྲལ་བ་	བྲལ་བ་	VERB
འབྱུང་	འབྱུང་	VERB
༔		PUNCT
འབྲས་བུ་	འབྲས་བུ་	NOUN
ལྟ་བ་	ལྟ་བ་	VERB
བདེན་	བདེན་	VERB
མེད་	མེད་	VERB
ཆོས་སྐུ་	ཆོས་སྐུ་	NOUN
འཐོབ་བོ་	འཐོབ་བོ་	VERB
༔		PUNCT
འགྱུ་བ་	འགྱུ་བ་	VERB
སྟོང་པ་	སྟོང་པ་	VERB
ར་	ལ་	PART
ངོ་	གོ་	PART
ཤེ་	ཤེ་	VERB
༔		PUNCT
གང་	གང་	NO_POS
ན་	ལ་	PART
གནས་	གནས་	NOUN
༔		PUNCT
སྣང་བ་	སྣང་བ་	VERB
ལ་	ལ་	PART
གནས་	གནས་	NOUN
༔		PUNCT
ངོ་	གོ་	PART
རང་གྲོལ་	རང་གྲོལ་	NOUN
དུ་	ལ་	PART
སྤྲད་	སྤྲད་	NO_POS
༔		PUNCT
དཔེ་	དཔེ་	NOUN
ཅི་	ཅི་	NO_POS
༔		PUNCT
བར་སྣང་	བར་སྣང་	NOUN
གི་	གི་	PART
འཇའ་	འཇའ་	NOUN
དང་	དང་	NO_POS
༔		PUNCT
དེ་	སྟེ་	PART
ཅི་	ཅི་	NO_POS
རུ་	ལ་	PART
བསྲེ་	བསྲེ་	NO_POS
༔		PUNCT
ཕན་གནོད་	ཕན་གནོད་	NOUN
མེད་པ་	མེད་པ་	VERB
ར་	ལ་	PART
རང་སྣང་	རང་སྣང་	NO_POS
ཤ་	ཤ་	VERB
གྲོལ་	གྲོལ་	VERB
དུ་	ལ་	PART
བསྲེ་	བསྲེ་	NO_POS
༔		PUNCT
དུས་	དུས་	NOUN
ཅི་ཙམ་	ཅི་ཙམ་	NO_POS
ན་	ལ་	PART
སྐད་ཅིག་	སྐད་ཅིག་	OTHER
གཉིས་པ་	གཉིས་པ་	NUM
རང་	རང་	PRON
གསལ་	གསལ་	VERB
ཡུལ་	ཡུལ་	NOUN
བྲལ་	བྲལ་	VERB
འདི་རང་	འདི་རང་	NO_POS
ང་	ང་	NOUN
གཅིག་	གཅིག་	NUM
གདགས་	གདགས་	NO_POS
༔		PUNCT
ཚོགས་	ཚོགས་	NOUN
དྲུག་	དྲུག་	NUM
སྒོ་	སྒོ་	NOUN
ཡན་	ཡན་	ADV
༔		PUNCT
རྐྱེན་	རྐྱེན་	NOUN
བླ་མ་	བླ་མ་	NOUN
༔		PUNCT
རྟགས་	རྟགས་	NOUN
ཅི་	ཅི་	NO_POS
འབྱུང་	འབྱུང་	VERB
ན་	ལ་	PART
༔		PUNCT
འཆི་བ་	འཆི་བ་	VERB
ལ་	ལ་	PART
ཉམ་ང་	ཉམ་ང་	NOUN
མེད་པ་	མེད་པ་	VERB
འབྱུང་	འབྱུང་	VERB
༔		PUNCT
འབྲས་བུ་	འབྲས་བུ་	NOUN
སྣང་བ་	སྣང་བ་	VERB
རང་	རང་	PRON
གསལ་	གསལ་	VERB
དུ་	ལ་	PART
ཤེས་པ་	ཤེས་པ་	VERB
ས་	གིས་	PART
ལོངས་སྐུ་	ལོངས་སྐུ་	NOUN
ཐོབ་	ཐོབ་	VERB
༔		PUNCT
དབྱིངས་	དབྱིངས་	NOUN
དང་	དང་	NO_POS
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
གཉིས་	གཉིས་	NUM
སུ་	ལ་	PART
མེད་པ་	མེད་པ་	VERB
ར་	ལ་	PART
ངོ་	གོ་	PART
ཤེ་	ཤེ་	VERB
༔		PUNCT
གང་	གང་	NO_POS
ན་	ལ་	PART
གནས་	གནས་	NOUN
༔		PUNCT
རྣམ་རྟོག་	རྣམ་རྟོག་	NOUN
སྔ་མ་	སྔ་མ་	ADJ
སོང་	སོང་	VERB
༔		PUNCT
ཕྱི་མ་	ཕྱི་མ་	ADJ
