form	lemma	POS	morph
ཏ་	ཏ་	OTHER
སྤུ་གྲི་	སྤུ་གྲི་	NOUN
རྣམ་	རྣམ་	NOUN
གསུམ་	གསུམ་	NUM
གིང་		NON_WORD
ཆེན་	ཆེན་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
འི་	གི་	PART
གཏོ་	གཏོ་	VERB
ཆོག་	ཆོག་	VERB
མདོར་བསྡུས་	མདོར་བསྡུས་	OTHER
།		PUNCT
ཀུན་བཟང་	ཀུན་བཟང་	ADJ
ཐུགས་	ཐུགས་	NOUN
གཏེར་	གཏེར་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
བླ་	བླ་	NOUN
སྒྲུབ་	སྒྲུབ་	VERB
ཀྱི་	གི་	PART
དབང་	དབང་	NOUN
ཆོག་	ཆོག་	VERB
རིན་ཆེན་	རིན་ཆེན་	OTHER
བུམ་	བུམ་	NOUN
བཟང་	བཟང་	VERB
བཀླགས་	བཀླགས་	NO_POS
ཆོག་	ཆོག་	VERB
ཏུ་	ལ་	PART
བཀོད་པ་	བཀོད་པ་	VERB
རིན་ཆེན་	རིན་ཆེན་	OTHER
མཛེས་པ་	མཛེས་པ་	VERB
འི་	གི་	PART
ཕྲ་ཚོམ་	ཕྲ་ཚོམ་	OTHER
།		PUNCT
ཀུན་བཟང་	ཀུན་བཟང་	ADJ
ཐུགས་	ཐུགས་	NOUN
གཏེར་	གཏེར་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
བླ་	བླ་	NOUN
སྒྲུབ་	སྒྲུབ་	VERB
བྱིན་རླབས་	བྱིན་རླབས་	NOUN
སྒྲོན་མེ་	སྒྲོན་མེ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
འབྱུང་བ་	འབྱུང་བ་	VERB
འི་	གི་	PART
དོན་	དོན་	NOUN
དབང་	དབང་	NOUN
བསྐུར་བ་	བསྐུར་བ་	VERB
འི་	གི་	PART
ཚུལ་	ཚུལ་	NOUN
ནོར་བུ་	ནོར་བུ་	NOUN
འི་	གི་	PART
སྒྲོན་མེ་	སྒྲོན་མེ་	NOUN
།		PUNCT
ཀུན་བཟང་	ཀུན་བཟང་	ADJ
ཐུགས་	ཐུགས་	NOUN
གཏེར་	གཏེར་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
ཡང་དག་	ཡང་དག་	ADJ
ཞི་	ཞི་	VERB
ཁྲོ་	ཁྲོ་	VERB
ཕུ་	ཕུ་	VERB
གསུམ་	གསུམ་	NUM
གྱི་	གི་	PART
བརྒྱུད་	བརྒྱུད་	NO_POS
འདེབས་	འདེབས་	VERB
།		PUNCT
ཀུན་བཟང་	ཀུན་བཟང་	ADJ
ཐུགས་	ཐུགས་	NOUN
གཏེར་	གཏེར་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
ཡང་དག་	ཡང་དག་	ADJ
ཞི་	ཞི་	VERB
ཁྲོ་	ཁྲོ་	VERB
ཕུ་	ཕུ་	VERB
གསུམ་	གསུམ་	NUM
གྱི་	གི་	PART
ཕྲིན་ལས་	ཕྲིན་ལས་	NOUN
ཀྱི་	གི་	PART
བྱང་བུ་	བྱང་བུ་	OTHER
གྲུབ་	གྲུབ་	VERB
གཉིས་	གཉིས་	NUM
ནོར་བུ་	ནོར་བུ་	NOUN
འི་	གི་	PART
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
།		PUNCT
ཀུན་བཟང་	ཀུན་བཟང་	ADJ
ཐུགས་	ཐུགས་	NOUN
གཏེར་	གཏེར་	NOUN
གྱི་	གི་	PART
བཀའ་སྲུང་	བཀའ་སྲུང་	OTHER
མ་	མ་	PART
མགོན་	མགོན་	NOUN
ལྕམ་དྲལ་	ལྕམ་དྲལ་	NOUN
གཏོ་	གཏོ་	VERB
ཆོག་	ཆོག་	VERB
མདོར་བསྡུས་	མདོར་བསྡུས་	OTHER
།		PUNCT
ཀུན་བཟང་	ཀུན་བཟང་	ADJ
ཐུགས་	ཐུགས་	NOUN
གཏེར་	གཏེར་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
ཡང་དག་	ཡང་དག་	ADJ
ཞི་	ཞི་	VERB
ཁྲོ་	ཁྲོ་	VERB
ཕུ་	ཕུ་	VERB
གསུམ་	གསུམ་	NUM
གྱི་	གི་	PART
དབང་	དབང་	NOUN
གི་	གི་	PART
ཆོ་ག་	ཆོ་ག་	NOUN
གྲུབ་	གྲུབ་	VERB
གཉིས་	གཉིས་	NUM
བདུད་རྩི་	བདུད་རྩི་	NOUN
འི་	གི་	PART
རྒྱུན་	རྒྱུན་	NOUN
འབེབས་	འབེབས་	VERB
།		PUNCT
ཀུན་བཟང་	ཀུན་བཟང་	ADJ
ཐུགས་	ཐུགས་	NOUN
གཏེར་	གཏེར་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
ཡང་དག་	ཡང་དག་	ADJ
གི་	གི་	PART
ཆ་ལག་	ཆ་ལག་	NOUN
ཚེ་སྒྲུབ་	ཚེ་སྒྲུབ་	NOUN
གསང་བ་	གསང་བ་	VERB
ཡང་	ཀྱང་	PART
ཁོལ་	ཁོལ་	OTHER
གྱི་	གི་	PART
སྒྲུབ་ཐབས་	སྒྲུབ་ཐབས་	NOUN
དབང་	དབང་	NOUN
བསྐུར་	བསྐུར་	NO_POS
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
འཆི་མེད་	འཆི་མེད་	NOUN
བཅུད་ལྡན་	བཅུད་ལྡན་	OTHER
།		PUNCT
གཏེར་སྟོན་	གཏེར་སྟོན་	OTHER
གྲུ་གུ་	གྲུ་གུ་	OTHER
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ཡང་	ཀྱང་	PART
དབང་	དབང་	NOUN
གཏེར་	གཏེར་	NOUN
གྱི་	གི་	PART
ཡང་གཏེར་	ཡང་གཏེར་	NO_POS
།		PUNCT
དཔལ་	དཔལ་	OTHER
རྟ་མཆོག་	རྟ་མཆོག་	NOUN
རོལ་པ་	རོལ་པ་	VERB
བདེ་གཤེགས་	བདེ་གཤེགས་	NOUN
དྲེགས་པ་	དྲེགས་པ་	VERB
ཀུན་	ཀུན་	DET
སྒྲོལ་	སྒྲོལ་	VERB
གྱི་	གི་	PART
ཕྲིན་ལས་	ཕྲིན་ལས་	NOUN
དང་	དང་	NO_POS
མངོན་རྟོགས་	མངོན་རྟོགས་	NOUN
ཁྲིགས་	ཁྲིགས་	VERB
སུ་	ལ་	PART
བསྡེབས་པ་	བསྡེབས་པ་	VERB
།		PUNCT
བདུད་རྩི་	བདུད་རྩི་	NOUN
ལག་	ལག་	NOUN
མཆོད་	མཆོད་	VERB
།		PUNCT
རྟ་མགྲིན་	རྟ་མགྲིན་	PROPN
དྲེགས་པ་	དྲེགས་པ་	VERB
ཀུན་	ཀུན་	DET
སྒྲོལ་	སྒྲོལ་	VERB
གྱི་	གི་	PART
ལྷག་མ་	ལྷག་མ་	NOUN
དང་	དང་	NO_POS
བྲོ་	བྲོ་	VERB
རབས་	རབས་	NOUN
།		PUNCT
དཔལ་	དཔལ་	OTHER
རྟ་མགྲིན་	རྟ་མགྲིན་	PROPN
དྲེགས་པ་	དྲེགས་པ་	VERB
ཀུན་	ཀུན་	DET
སྒྲོལ་	སྒྲོལ་	VERB
གྱི་	གི་	PART
གཏོར་མ་	གཏོར་མ་	NOUN
འི་	གི་	PART
ལས་རིམ་	ལས་རིམ་	OTHER
།		PUNCT
དཔལ་	དཔལ་	OTHER
རྟ་མགྲིན་	རྟ་མགྲིན་	PROPN
དྲེགས་པ་	དྲེགས་པ་	VERB
ཀུན་	ཀུན་	DET
སྒྲོལ་	སྒྲོལ་	VERB
གྱི་	གི་	PART
བདེ་གཤེགས་	བདེ་གཤེགས་	NOUN
ནུས་མཐུ་	ནུས་མཐུ་	NOUN
དྲིལ་བ་	དྲིལ་བ་	VERB
འི་	གི་	PART
དྲག་སྔགས་	དྲག་སྔགས་	NOUN
གཅོད་བྱེད་	གཅོད་བྱེད་	OTHER
སྤུ་གྲི་	སྤུ་གྲི་	NOUN
འི་	གི་	PART
མན་ངག་	མན་ངག་	NOUN
གསལ་བྱེད་	གསལ་བྱེད་	NOUN
སྒྲོན་མེ་	སྒྲོན་མེ་	NOUN
།		PUNCT
དཔལ་	དཔལ་	OTHER
རྟ་མགྲིན་	རྟ་མགྲིན་	PROPN
དྲེགས་པ་	དྲེགས་པ་	VERB
ཀུན་	ཀུན་	DET
སྒྲོལ་	སྒྲོལ་	VERB
གྱི་	གི་	PART
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
རྩ་བ་	རྩ་བ་	NOUN
འི་	གི་	PART
བསྟོད་པ་	བསྟོད་པ་	VERB
རྔམས་	རྔམས་	NO_POS
ཆེན་	ཆེན་	NO_POS
འགྱིང་	འགྱིང་	NO_POS
གླུ་	གླུ་	NOUN
།		PUNCT
བདེ་གཤེགས་	བདེ་གཤེགས་	NOUN
དྲེགས་པ་	དྲེགས་པ་	VERB
ཀུན་	ཀུན་	DET
སྒྲོལ་	སྒྲོལ་	VERB
གྱི་	གི་	PART
བསྐུལ་བ་	བསྐུལ་བ་	VERB
།		PUNCT
དཔལ་	དཔལ་	OTHER
རྟ་མགྲིན་	རྟ་མགྲིན་	PROPN
བདེ་གཤེགས་	བདེ་གཤེགས་	NOUN
དྲེགས་པ་	དྲེགས་པ་	VERB
ཀུན་	ཀུན་	DET
སྒྲོལ་	སྒྲོལ་	VERB
གྱི་	གི་	PART
སྒྲུབ་ཐབས་	སྒྲུབ་ཐབས་	NOUN
མན་ངག་	མན་ངག་	NOUN
གི་	གི་	PART
ཤོག་དྲིལ་	ཤོག་དྲིལ་	NOUN
།		PUNCT
དཔལ་	དཔལ་	OTHER
རྟ་མགྲིན་	རྟ་མགྲིན་	PROPN
དྲེགས་པ་	དྲེགས་པ་	VERB
ཀུན་	ཀུན་	DET
སྒྲོལ་	སྒྲོལ་	VERB
གྱི་	གི་	PART
རྟེན་	རྟེན་	NOUN
གཏོ་	གཏོ་	VERB
།		PUNCT
དཔལ་	དཔལ་	OTHER
རྟ་མགྲིན་	རྟ་མགྲིན་	PROPN
བདེ་གཤེགས་	བདེ་གཤེགས་	NOUN
འདུས་པ་	འདུས་པ་	VERB
དྲེགས་པ་	དྲེགས་པ་	VERB
ཀུན་	ཀུན་	DET
སྒྲོལ་	སྒྲོལ་	VERB
གྱི་	གི་	PART
དྲག་	དྲག་	VERB
བསྙེན་	བསྙེན་	VERB
ལུགས་	ལུགས་	NOUN
གསུམ་	གསུམ་	NUM
གྱི་	གི་	PART
གདམས་པ་	གདམས་པ་	VERB
།		PUNCT
དཔལ་	དཔལ་	OTHER
རྟ་མགྲིན་	རྟ་མགྲིན་	PROPN
དྲེགས་པ་	དྲེགས་པ་	VERB
ཀུན་	ཀུན་	DET
སྒྲོལ་	སྒྲོལ་	VERB
གྱི་	གི་	PART
དྲག་སྔགས་	དྲག་སྔགས་	NOUN
སྤུ་གྲི་	སྤུ་གྲི་	NOUN
འི་	གི་	PART
ཐེམས་	ཐེམས་	NO_POS
ཡིག་	ཡིག་	NOUN
དཔལ་	དཔལ་	OTHER
རྟ་མགྲིན་	རྟ་མགྲིན་	PROPN
དྲེགས་པ་	དྲེགས་པ་	VERB
ཀུན་	ཀུན་	DET
སྒྲོལ་	སྒྲོལ་	VERB
གྱི་	གི་	PART
སྲེག་པ་	སྲེག་པ་	VERB
མེ་	མེ་	NOUN
འི་	གི་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
དཔལ་	དཔལ་	OTHER
རྟ་མཆོག་	རྟ་མཆོག་	NOUN
རོལ་པ་	རོལ་པ་	VERB
དྲེགས་པ་	དྲེགས་པ་	VERB
ཀུན་	ཀུན་	DET
སྒྲོལ་	སྒྲོལ་	VERB
གྱི་	གི་	PART
བསྙེན་སྒྲུབ་	བསྙེན་སྒྲུབ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
གསུམ་	གསུམ་	NUM
གྱི་	གི་	PART
ཕྲིན་ལས་	ཕྲིན་ལས་	NOUN
ཁྲིགས་	ཁྲིགས་	VERB
སུ་	ལ་	PART
བསྡེབས་པ་	བསྡེབས་པ་	VERB
དབང་ཆེན་	དབང་ཆེན་	OTHER
རྔམས་པ་	རྔམས་པ་	NO_POS
འི་	གི་	PART
བཞད་	བཞད་	VERB
སྒྲ་	སྒྲ་	NOUN
།		PUNCT
དཔལ་	དཔལ་	OTHER
རྟ་མགྲིན་	རྟ་མགྲིན་	PROPN
དྲེགས་པ་	དྲེགས་པ་	VERB
ཀུན་	ཀུན་	DET
སྒྲོལ་	སྒྲོལ་	VERB
གྱི་	གི་	PART
སྨིན་	སྨིན་	VERB
བྱེད་	བྱེད་	VERB
ལག་ལེན་	ལག་ལེན་	NOUN
རྣམ་གསལ་	རྣམ་གསལ་	OTHER
དུ་	ལ་	PART
བཀོད་པ་	བཀོད་པ་	VERB
དབང་ཆེན་	དབང་ཆེན་	OTHER
རོལ་པ་	རོལ་པ་	VERB
འི་	གི་	PART
གཟི་བརྗིད་	གཟི་བརྗིད་	NOUN
།		PUNCT
དཔལ་	དཔལ་	OTHER
རྟ་མགྲིན་	རྟ་མགྲིན་	PROPN
དྲེགས་པ་	དྲེགས་པ་	VERB
ཀུན་	ཀུན་	DET
སྒྲོལ་	སྒྲོལ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
དྲེགས་པ་	དྲེགས་པ་	VERB
བཅོ་བརྒྱད་	བཅོ་བརྒྱད་	NO_POS
ཀྱི་	གི་	PART
རྗེས་གནང་	རྗེས་གནང་	NOUN
གི་	གི་	PART
ཡི་གེ་	ཡི་གེ་	NOUN
དབང་	དབང་	NOUN
གི་	གི་	PART
བེ་ཅོན་	བེ་ཅོན་	NO_POS
།		PUNCT
རྟ་མགྲིན་	རྟ་མགྲིན་	PROPN
དྲེགས་པ་	དྲེགས་པ་	VERB
ཀུན་	ཀུན་	DET
སྒྲོལ་	སྒྲོལ་	VERB
གྱི་	གི་	PART
ལས་བྱང་	ལས་བྱང་	OTHER
གི་	གི་	PART
འདོན་	འདོན་	VERB
འགྲིག་	འགྲིག་	VERB
ས་	གིས་	PART
ཕྱོགས་	ཕྱོགས་	NOUN
མཚོན་	མཚོན་	NOUN
།		PUNCT
