form	lemma	POS	morph
ཅ་	ཅ་	OTHER
སྒྲུབ་ཐབས་	སྒྲུབ་ཐབས་	NOUN
།		PUNCT
སྨན་	སྨན་	NOUN
གྱི་	གི་	PART
བརྒྱུད་	བརྒྱུད་	NO_POS
མཆོད་	མཆོད་	VERB
།		PUNCT
ཛབ྄་		NON_WORD
ཁང་	ཁང་	NOUN
དབྱེ་བ་	དབྱེ་བ་	VERB
།		PUNCT
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
གསང་བ་	གསང་བ་	VERB
ཀུན་	ཀུན་	DET
འདུ་	འདུ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
ཕག་མོ་	ཕག་མོ་	PROPN
འི་	གི་	PART
ཉེ་	ཉེ་	VERB
བསྙེན་	བསྙེན་	VERB
།		PUNCT
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
གསང་བ་	གསང་བ་	VERB
ཀུན་	ཀུན་	DET
འདུ་	འདུ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
བཀའ་སྲུང་	བཀའ་སྲུང་	OTHER
མཆེད་	མཆེད་	NOUN
གསུམ་	གསུམ་	NUM
གཏོ་	གཏོ་	VERB
འབུལ་	འབུལ་	NO_POS
རྒྱུན་	རྒྱུན་	NOUN
ཁྱེ་	ཁྱེ་	VERB
།		PUNCT
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
གསང་བ་	གསང་བ་	VERB
ཀུན་	ཀུན་	DET
འདུ་	འདུ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
རྒྱུན་	རྒྱུན་	NOUN
གྱི་	གི་	PART
ཚོགས་	ཚོགས་	NOUN
སྐོང་	སྐོང་	NO_POS
མདོར་བསྡུས་	མདོར་བསྡུས་	OTHER
།		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ཕག་མོ་	ཕག་མོ་	PROPN
གསང་བ་	གསང་བ་	VERB
ཀུན་	ཀུན་	DET
འདུ་	འདུ་	VERB
ཀྱི་	གི་	PART
ཚོགས་མཆོད་	ཚོགས་མཆོད་	NOUN
ཉེ་	ཉེ་	NUM
བསྡུ་	བསྡུ་	VERB
།		PUNCT
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
གསང་འདུས་	གསང་འདུས་	PROPN
ཀྱི་	གི་	PART
ཚོགས་	ཚོགས་	NOUN
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
བསྡུས་པ་	བསྡུས་པ་	VERB
འབུམ་ཐེར་	འབུམ་ཐེར་	NO_POS
བསགས་	བསགས་	VERB
སྐབས་	སྐབས་	NOUN
ལྟ་བུ་	ལྟ་བུ་	NOUN
ར་	ལ་	PART
གྲངས་	གྲངས་	NOUN
གསོགས་		NON_WORD
།		PUNCT
ཀུན་མཁྱེན་	ཀུན་མཁྱེན་	OTHER
བླ་མ་	བླ་མ་	NOUN
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འཆང་	འཆང་	NO_POS
ཆེན་པོ་	ཆེན་པོ་	ADJ
འི་	གི་	PART
གསོལ་འདེབས་	གསོལ་འདེབས་	NOUN
།		PUNCT
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
གསང་བ་	གསང་བ་	VERB
ཀུན་	ཀུན་	DET
འདུ་	འདུ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
རྫོགས་ཆེན་	རྫོགས་ཆེན་	NOUN
མ་རྒྱུད་	མ་རྒྱུད་	NOUN
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
གསང་བ་	གསང་བ་	VERB
ལམ་	གམ་	PART
ཁྱེ་	ཁྱེ་	VERB
ཀྱི་	གི་	PART
བསྟོད་	བསྟོད་	VERB
བསྐུལ་	བསྐུལ་	VERB
ཁོལ་	ཁོལ་	OTHER
དུ་	ལ་	PART
ཕྱུང་བ་	ཕྱུང་བ་	VERB
།		PUNCT
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
གསང་བ་	གསང་བ་	VERB
ཀུན་	ཀུན་	DET
འདུ་	འདུ་	VERB
ལ་	ལ་	PART
སྦྱར་	སྦྱར་	VERB
རྒྱུ་	རྒྱུ་	NOUN
འི་	གི་	PART
ཆད་ཐོ་	ཆད་ཐོ་	NO_POS
།		PUNCT
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
གསང་བ་	གསང་བ་	VERB
ཀུན་	ཀུན་	DET
འདུ་	འདུ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ཕག་མོ་	ཕག་མོ་	PROPN
འི་	གི་	PART
མཆོད་	མཆོད་	VERB
སྐོང་	སྐོང་	NO_POS
།		PUNCT
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
གསང་བ་	གསང་བ་	VERB
ཀུན་	ཀུན་	DET
འདུ་	འདུ་	VERB
མཆོད་	མཆོད་	VERB
སྐོང་	སྐོང་	NO_POS
བྱེ་བྲག་པ་	བྱེ་བྲག་པ་	NOUN
དྲུག་	དྲུག་	NUM
གི་	གི་	PART
སྐབས་	སྐབས་	NOUN
སུ་	ལ་	PART
སྤྱན་	སྤྱན་	NOUN
འདྲེན་	འདྲེན་	NO_POS
མཆོད་བསྟོད་	མཆོད་བསྟོད་	NOUN
མདོར་བསྡུས་	མདོར་བསྡུས་	OTHER
བྱ་བ་	བྱ་བ་	VERB
ཚན་	ཚན་	NOUN
གཉིས་	གཉིས་	NUM
།		PUNCT
འབྱུང་	འབྱུང་	VERB
ལྔ་	ལྔ་	NUM
འི་	གི་	PART
སྐོང་བ་	སྐོང་བ་	VERB
འི་	གི་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
བྱེ་བྲག་པ་	བྱེ་བྲག་པ་	NOUN
རྣམས་	རྣམས་	DET
ལ་	ལ་	PART
འདོད་གསོལ་	འདོད་གསོལ་	OTHER
རྒྱས་པ་	རྒྱས་པ་	VERB
ར་	ལ་	PART
བྱ་བ་	བྱ་བ་	VERB
།		PUNCT
མཆོད་བསྟོད་	མཆོད་བསྟོད་	NOUN
ནོངས་	ནོངས་	NO_POS
བཤགས་	བཤགས་	NO_POS
མདོར་བསྡུས་	མདོར་བསྡུས་	OTHER
།		PUNCT
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
ཡོངས་རྫོགས་	ཡོངས་རྫོགས་	OTHER
མཆོད་	མཆོད་	VERB
ཅིང་	ཅིང་	PART
ཐུགས་དམ་	ཐུགས་དམ་	NOUN
སྐོང་བ་	སྐོང་བ་	VERB
འི་	གི་	PART
མདོ་		
ཀྱི་	གི་	PART
ཆོ་ག་	ཆོ་ག་	NOUN
མཁའ་དབྱིངས་	མཁའ་དབྱིངས་	OTHER
རོལ་པ་	རོལ་པ་	VERB
འི་	གི་	PART
རྒྱན་	རྒྱན་	NOUN
"།

།"		PUNCT
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
གསང་བ་	གསང་བ་	VERB
ཀུན་	ཀུན་	DET
འདུ་	འདུ་	VERB
ཀྱི་	གི་	PART
མདོ་		
སྐོང་	སྐོང་	NO_POS
མདོར་བསྡུས་	མདོར་བསྡུས་	OTHER
།		PUNCT
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
འི་	གི་	PART
སྨྲེ་	སྨྲེ་	NO_POS
བཤགས་	བཤགས་	NO_POS
།		PUNCT
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
གསང་བ་	གསང་བ་	VERB
ཀུན་	ཀུན་	DET
འདུ་	འདུ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ཕག་མོ་	ཕག་མོ་	PROPN
འི་	གི་	PART
ཚེ་སྒྲུབ་	ཚེ་སྒྲུབ་	NOUN
།		PUNCT
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
གསང་བ་	གསང་བ་	VERB
ཀུན་	ཀུན་	DET
འདུ་	འདུ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ཕག་མོ་	ཕག་མོ་	PROPN
འི་	གི་	PART
ནོར་	ནོར་	NOUN
སྒྲུབ་	སྒྲུབ་	VERB
།		PUNCT
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
གསང་བ་	གསང་བ་	VERB
ཀུན་	ཀུན་	DET
འདུ་	འདུ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ཕག་མོ་	ཕག་མོ་	PROPN
འི་	གི་	PART
དབང་	དབང་	NOUN
སྡུད་	སྡུད་	VERB
།		PUNCT
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
གསང་བ་	གསང་བ་	VERB
ཀུན་	ཀུན་	DET
འདུ་	འདུ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ཕག་མོ་	ཕག་མོ་	PROPN
འི་	གི་	PART
ཟོ་		
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
གསང་བ་	གསང་བ་	VERB
ཀུན་	ཀུན་	DET
འདུ་	འདུ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
ཕག་མོ་	ཕག་མོ་	PROPN
འདུས་པ་	འདུས་པ་	VERB
འི་	གི་	PART
དབང་	དབང་	NOUN
བསྐུར་	བསྐུར་	NO_POS
།		PUNCT
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
གསང་བ་	གསང་བ་	VERB
ཀུན་	ཀུན་	DET
འདུ་	འདུ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ཕག་མོ་	ཕག་མོ་	PROPN
འི་	གི་	PART
གཏོ་	གཏོ་	VERB
དབང་	དབང་	NOUN
།		PUNCT
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
གསང་བ་	གསང་བ་	VERB
ཀུན་	ཀུན་	DET
འདུ་	འདུ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ཕག་མོ་	ཕག་མོ་	PROPN
འི་	གི་	PART
ཟབ་	ཟབ་	VERB
ཁྲིད་	ཁྲིད་	VERB
།		PUNCT
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
གསང་བ་	གསང་བ་	VERB
ཀུན་	ཀུན་	DET
འདུ་	འདུ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ཕག་མོ་	ཕག་མོ་	PROPN
འི་	གི་	PART
རྩ་བ་	རྩ་བ་	NOUN
འི་	གི་	PART
ཕྲིན་ལས་	ཕྲིན་ལས་	NOUN
འབྲིང་པོ་	འབྲིང་པོ་	ADJ
བདེ་ཆེན་	བདེ་ཆེན་	NOUN
གྲུབ་པ་	གྲུབ་པ་	VERB
འི་	གི་	PART
མྱུར་ལམ་	མྱུར་ལམ་	OTHER
།		PUNCT
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
གསང་བ་	གསང་བ་	VERB
ཀུན་	ཀུན་	DET
འདུ་	འདུ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
བདག་ཉིད་	བདག་ཉིད་	NOUN
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
དུ་	ལ་	PART
འཇུག་པ་	འཇུག་པ་	VERB
འི་	གི་	PART
ཆོ་ག་	ཆོ་ག་	NOUN
བདེ་ཆེན་	བདེ་ཆེན་	NOUN
བདུད་རྩི་	བདུད་རྩི་	NOUN
འི་	གི་	PART
བུམ་	བུམ་	NOUN
བཟང་	བཟང་	VERB
།		PUNCT
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
གསང་བ་	གསང་བ་	VERB
ཀུན་	ཀུན་	DET
འདུ་	འདུ་	VERB
ཀྱི་	གི་	PART
སྨིནགྲོལ་		NON_WORD
འབོགས་པ་	འབོགས་པ་	VERB
འི་	གི་	PART
བཀླག་	བཀླག་	VERB
ཆོག་	ཆོག་	VERB
ཌཱ་	ཌཱ་	NO_POS
ཀཱིའི་		NON_WORD
འཛུམ་	འཛུམ་	NO_POS
ཟེ་	ཟེ་	VERB
།		PUNCT
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
གསང་འདུས་	གསང་འདུས་	PROPN
ཀྱི་	གི་	PART
ཕག་མོ་	ཕག་མོ་	PROPN
ཁྲོས་མ་	ཁྲོས་མ་	OTHER
འི་	གི་	PART
བདུད་རྩི་	བདུད་རྩི་	NOUN
རིལ་བུ་	རིལ་བུ་	OTHER
བསྒྲུབ་པ་	བསྒྲུབ་པ་	VERB
འི་	གི་	PART
ངག་འདོན་	ངག་འདོན་	OTHER
།		PUNCT
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
གསང་བ་	གསང་བ་	VERB
ཀུན་	ཀུན་	DET
འདུ་	འདུ་	VERB
ཀྱི་	གི་	PART
འཕོ་	འཕོ་	VERB
རྫ་	རྫ་	NOUN
བསྡུ་བ་	བསྡུ་བ་	VERB
འི་	གི་	PART
རིམ་པ་	རིམ་པ་	NOUN
།		PUNCT
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
གསང་བ་	གསང་བ་	VERB
ཀུན་	ཀུན་	DET
འདུ་	འདུ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
གནས་	གནས་	NOUN
ལུང་	ལུང་	NOUN
གི་	གི་	PART
ཆོ་ག་	ཆོ་ག་	NOUN
ལྷན་སྐྱེས་	ལྷན་སྐྱེས་	ADJ
ཐུགས་རྗེ་	ཐུགས་རྗེ་	NOUN
འི་	གི་	PART
ཕོ་ཉ་	ཕོ་ཉ་	NOUN
།		PUNCT
