form	lemma	POS	morph
ཉ་	ཉ་	NOUN
གཏེར་སྟོན་	གཏེར་སྟོན་	OTHER
གཡག་	གཡག་	NOUN
ཕྱར་	ཕྱར་	NO_POS
སྔོན་མོ་	སྔོན་མོ་	OTHER
དང་	དང་	NO_POS
རོང་པ་	རོང་པ་	PROPN
བདུད་འདུལ་	བདུད་འདུལ་	OTHER
གླིང་པ་	གླིང་པ་	NOUN
འི་	གི་	PART
ཡང་གཏེར་	ཡང་གཏེར་	NO_POS
།		PUNCT
ཨོ་རྒྱན་	ཨོ་རྒྱན་	PROPN
གྱི་	གི་	PART
མཁན་པོ་	མཁན་པོ་	NOUN
པདྨ་	པདྨ་	NOUN
སཾ་		NON_WORD
བྷ་བ་	བྷ་བ་	NO_POS
འི་	གི་	PART
ཐུགས་	ཐུགས་	NOUN
བཅུད་	བཅུད་	NOUN
འཕགས་མ་	འཕགས་མ་	OTHER
སྒྲོལ་མ་	སྒྲོལ་མ་	PROPN
འི་	གི་	PART
མན་ངག་	མན་ངག་	NOUN
འཇིགས་པ་	འཇིགས་པ་	VERB
ཀུན་	ཀུན་	DET
སྐྱོབ་	སྐྱོབ་	VERB
།		PUNCT
ཡང་གཏེར་	ཡང་གཏེར་	NO_POS
སྒྲོལ་མ་	སྒྲོལ་མ་	PROPN
འཇིགས་པ་	འཇིགས་པ་	VERB
ཀུན་	ཀུན་	DET
སྐྱོབས་	སྐྱོབས་	VERB
ཀྱི་	གི་	PART
ཕྲིན་ལས་	ཕྲིན་ལས་	NOUN
དབང་	དབང་	NOUN
བསྐུར་	བསྐུར་	NO_POS
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
ཀུན་དག་	ཀུན་དགའ་	PROPN
འི་	གི་	PART
ཟླ་ཟེར་	ཟླ་ཟེར་	OTHER
།		PUNCT
སྒྲོལ་མ་	སྒྲོལ་མ་	PROPN
འཇིགས་པ་	འཇིགས་པ་	VERB
ཀུན་	ཀུན་	DET
སྐྱོབས་	སྐྱོབས་	VERB
དང་	དང་	NO_POS
འབྲེལ་བ་	འབྲེལ་བ་	VERB
འི་	གི་	PART
མཆོད་སྦྱིན་	མཆོད་སྦྱིན་	NOUN
མདོ་		
ཀྱི་	གི་	PART
ཆོ་ག་	ཆོ་ག་	NOUN
ཉེས་པ་	ཉེས་པ་	VERB
ཀུན་	ཀུན་	DET
སྐྱོབ་	སྐྱོབ་	VERB
།		PUNCT
སྟོན་པ་	སྟོན་པ་	NOUN
ཤཱཀྱ་འོད་	ཤཱཀྱ་འོད་	PROPN
ཀྱི་	གི་	PART
ཡང་གཏེར་	ཡང་གཏེར་	NO_POS
།		PUNCT
དཔལ་	དཔལ་	OTHER
གསང་བ་	གསང་བ་	VERB
འི་	གི་	PART
བདག་པོ་	བདག་པོ་	NOUN
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
མེ་	མེ་	NOUN
འབའ་	འབའ་	VERB
གྱི་	གི་	PART
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
གསུམ་	གསུམ་	NUM
དྲིལ་	དྲིལ་	VERB
སྙིང་པོ་	སྙིང་པོ་	NOUN
།		PUNCT
ཡང་གཏེར་	ཡང་གཏེར་	NO_POS
གསང་བདག་	གསང་བདག་	OTHER
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
མེ་	མེ་	NOUN
འབའ་	འབའ་	VERB
གྱི་	གི་	PART
བླ་མ་	བླ་མ་	NOUN
བརྒྱུད་པ་	བརྒྱུད་པ་	VERB
ལ་	ལ་	PART
གསོལ་བ་	གསོལ་བ་	VERB
འདེབས་པ་	འདེབས་པ་	VERB
བྱིན་རླབས་	བྱིན་རླབས་	NOUN
སྤྲིན་ཆེན་	སྤྲིན་ཆེན་	OTHER
།		PUNCT
དཔལ་	དཔལ་	OTHER
གསང་བ་	གསང་བ་	VERB
འི་	གི་	PART
བདག་པོ་	བདག་པོ་	NOUN
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
མེ་	མེ་	NOUN
འབའ་	འབའ་	VERB
གྱི་	གི་	PART
ཕྲིན་ལས་	ཕྲིན་ལས་	NOUN
དབང་	དབང་	NOUN
ཆོག་	ཆོག་	VERB
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
ཞུན་ཐིགས་	ཞུན་ཐིགས་	OTHER
།		PUNCT
ལོང་པོ་	ལོང་པོ་	NO_POS
བསམ་གཏན་	བསམ་གཏན་	NOUN
གླིང་པ་	གླིང་པ་	NOUN
འི་	གི་	PART
ཡང་གཏེར་	ཡང་གཏེར་	NO_POS
།		PUNCT
སྒྲུབ་	སྒྲུབ་	VERB
ཆེན་	ཆེན་	NO_POS
བཀའ་	བཀའ་	NOUN
བརྒྱད་	བརྒྱད་	NUM
དྲེགས་པ་	དྲེགས་པ་	VERB
ཀུན་	ཀུན་	DET
འདུལ་	འདུལ་	NO_POS
གྱི་	གི་	PART
བརྒྱུད་	བརྒྱུད་	NO_POS
འདེབས་	འདེབས་	VERB
བདེ་ཆེན་	བདེ་ཆེན་	NOUN
གྲུབ་	གྲུབ་	VERB
སྟེར་	སྟེར་	VERB
།		PUNCT
བཀའ་	བཀའ་	NOUN
བརྒྱད་	བརྒྱད་	NUM
དྲེགས་པ་	དྲེགས་པ་	VERB
ཀུན་	ཀུན་	DET
འདུལ་	འདུལ་	NO_POS
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
ཕྲིན་ལས་	ཕྲིན་ལས་	NOUN
ལམ་	གམ་	PART
ཁྱེ་	ཁྱེ་	VERB
བསྡུས་པ་	བསྡུས་པ་	VERB
བདེ་ཆེན་	བདེ་ཆེན་	NOUN
སྙིང་པོ་	སྙིང་པོ་	NOUN
།		PUNCT
སྒྲུབ་	སྒྲུབ་	VERB
ཆེན་	ཆེན་	NO_POS
བཀའ་	བཀའ་	NOUN
བརྒྱད་	བརྒྱད་	NUM
དྲེགས་པ་	དྲེགས་པ་	VERB
ཀུན་	ཀུན་	DET
འདུལ་	འདུལ་	NO_POS
ཀྱི་	གི་	PART
མཆོད་	མཆོད་	VERB
ཕྲེང་	ཕྲེང་	OTHER
ཅུང་ཟད་	ཅུང་ཟད་	ADV
རྒྱས་པ་	རྒྱས་པ་	VERB
ར་	ལ་	PART
སྤྲོས་པ་	སྤྲོས་པ་	VERB
བདེ་ཆེན་	བདེ་ཆེན་	NOUN
ཆ་	ཆ་	NOUN
ར་	ལ་	PART
འབེབས་	འབེབས་	VERB
།		PUNCT
བཀའ་	བཀའ་	NOUN
བརྒྱད་	བརྒྱད་	NUM
དྲེགས་པ་	དྲེགས་པ་	VERB
ཀུན་	ཀུན་	DET
འདུལ་	འདུལ་	NO_POS
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
དོན་	དོན་	NOUN
གྱི་	གི་	PART
སྨིན་	སྨིན་	VERB
བྱེད་	བྱེད་	VERB
སྙིང་པོ་	སྙིང་པོ་	NOUN
ཁྲིགས་	ཁྲིགས་	VERB
སུ་	ལ་	PART
བསྡེབས་པ་	བསྡེབས་པ་	VERB
བདེ་ཆེན་	བདེ་ཆེན་	NOUN
མཆོག་	མཆོག་	ADJ
སྟེར་	སྟེར་	VERB
།		PUNCT
ཨེ་	ཨེ་	PART
སྤེལ་	སྤེལ་	VERB
ལྕོགས་	ལྕོགས་	NO_POS
ག་	ག་	NOUN
དབང་	དབང་	NOUN
ལས་འཕྲོ་	ལས་འཕྲོ་	NOUN
གླིང་པ་	གླིང་པ་	NOUN
འི་	གི་	PART
ཡང་གཏེར་	ཡང་གཏེར་	NO_POS
།		PUNCT
དཔལ་	དཔལ་	OTHER
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ཕག་མོ་	ཕག་མོ་	PROPN
དཀར་མོ་	དཀར་མོ་	ADJ
འི་	གི་	PART
སྒྲུབ་ཐབས་	སྒྲུབ་ཐབས་	NOUN
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
གསང་བ་	གསང་བ་	VERB
ཆེན་པོ་	ཆེན་པོ་	ADJ
འི་	གི་	PART
ཐུགས་	ཐུགས་	NOUN
ཏིག་	ཏིག་	NO_POS
ཡང་གཏེར་	ཡང་གཏེར་	NO_POS
ཕག་མོ་	ཕག་མོ་	PROPN
དཀར་མོ་	དཀར་མོ་	ADJ
འི་	གི་	PART
ཐུགས་	ཐུགས་	NOUN
ཏིག་	ཏིག་	NO_POS
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
འི་	གི་	PART
བརྒྱུད་	བརྒྱུད་	NO_POS
འདེབས་	འདེབས་	VERB
།		PUNCT
ཡང་གཏེར་	ཡང་གཏེར་	NO_POS
ཕག་	ཕག་	NOUN
དཀ་	དཀའ་	VERB
ར་	ལ་	PART
གསང་	གསང་	VERB
ཆེན་	ཆེན་	NO_POS
ཐུགས་	ཐུགས་	NOUN
ཏིག་	ཏིག་	NO_POS
གི་	གི་	PART
ཕྲིན་ལས་	ཕྲིན་ལས་	NOUN
ཀྱི་	གི་	PART
བྱང་བུ་	བྱང་བུ་	OTHER
བདེ་ཆེན་	བདེ་ཆེན་	NOUN
བཅུད་	བཅུད་	NOUN
འབེབས་	འབེབས་	VERB
།		PUNCT
ཡང་གཏེར་	ཡང་གཏེར་	NO_POS
ཕག་	ཕག་	NOUN
དཀ་	དཀའ་	VERB
ར་	ལ་	PART
གསང་	གསང་	VERB
ཆེན་	ཆེན་	NO_POS
ཐུགས་	ཐུགས་	NOUN
ཏིག་	ཏིག་	NO_POS
གི་	གི་	PART
དབང་	དབང་	NOUN
བསྐུར་	བསྐུར་	NO_POS
གྱི་	གི་	PART
ཆོ་ག་	ཆོ་ག་	NOUN
ལྷན་སྐྱེས་	ལྷན་སྐྱེས་	ADJ
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
སྦྱིན་པ་	སྦྱིན་པ་	VERB
འི་	གི་	PART
འདོད་འཇོ་	འདོད་འཇོ་	OTHER
།		PUNCT
མི་	མི་	PART
འགྱུར་	འགྱུར་	VERB
ལས་འཕྲོ་	ལས་འཕྲོ་	NOUN
གླིང་པ་	གླིང་པ་	NOUN
འི་	གི་	PART
ཡང་གཏེར་	ཡང་གཏེར་	NO_POS
།		PUNCT
ཡང་	ཀྱང་	PART
ཟབ་	ཟབ་	VERB
རྩ་	རྩ་	NUM
གསུམ་	གསུམ་	NUM
སྙིང་པོ་	སྙིང་པོ་	NOUN
འི་	གི་	PART
སྐོར་	སྐོར་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
བླ་མ་	བླ་མ་	NOUN
དྲག་པོ་	དྲག་པོ་	ADJ
པདྨ་	པདྨ་	NOUN
གཏུམ་པོ་	གཏུམ་པོ་	ADJ
འི་	གི་	PART
སྒྲུབ་ཐབས་	སྒྲུབ་ཐབས་	NOUN
དྲེགས་པ་	དྲེགས་པ་	VERB
ཚར་གཅོད་	ཚར་གཅོད་	NOUN
།		PUNCT
ཡང་	ཀྱང་	PART
ཟབ་	ཟབ་	VERB
རྩ་	རྩ་	NUM
གསུམ་	གསུམ་	NUM
སྙིང་པོ་	སྙིང་པོ་	NOUN
འི་	གི་	PART
སྐོར་	སྐོར་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
བླ་མ་	བླ་མ་	NOUN
དྲག་པོ་	དྲག་པོ་	ADJ
པདྨ་	པདྨ་	NOUN
གཏུམ་པོ་	གཏུམ་པོ་	ADJ
འི་	གི་	PART
སྒྲུབ་ཐབས་	སྒྲུབ་ཐབས་	NOUN
དབང་	དབང་	NOUN
ཆོག་	ཆོག་	VERB
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
དྲེགས་པ་	དྲེགས་པ་	VERB
ཀུན་འཇོམས་	ཀུན་འཇོམས་	OTHER
།		PUNCT
མཆོག་	མཆོག་	ADJ
གྲུབ་	གྲུབ་	VERB
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
འི་	གི་	PART
སྐྱེ་བ་	སྐྱེ་བ་	VERB
བཅུ་གཅིག་པ་	བཅུ་གཅིག་པ་	NO_POS
སྤུ་བོ་	སྤུ་བོ་	NOUN
ར་	ར་	ADP
ཞི་	ཞི་	VERB
གཏེར་སྟོན་	གཏེར་སྟོན་	OTHER
པདྨ་	པདྨ་	NOUN
རིག་འཛིན་	རིག་འཛིན་	OTHER
རྩལ་	རྩལ་	NOUN
གྱི་	གི་	PART
ཡང་གཏེར་	ཡང་གཏེར་	NO_POS
།		PUNCT
གུ་རུ་	གུ་རུ་	PROPN
ཞི་དྲག་	ཞི་དྲག་	OTHER
གི་	གི་	PART
ཆ་ལག་	ཆ་ལག་	NOUN
ཁྱུང་ཆེན་	ཁྱུང་ཆེན་	NOUN
རིགས་	རིགས་	NOUN
ལྔ་	ལྔ་	NUM
འི་	གི་	PART
སྒྲུབ་ཐབས་	སྒྲུབ་ཐབས་	NOUN
གདུག་པ་	གདུག་པ་	ADJ
ཀུན་	ཀུན་	DET
འདུལ་	འདུལ་	NO_POS
།		PUNCT
རིགས་	རིགས་	NOUN
ལྔ་	ལྔ་	NUM
འི་	གི་	PART
ཁྱུང་	ཁྱུང་	NOUN
སྒྲུབ་	སྒྲུབ་	VERB
གདུག་པ་	གདུག་པ་	ADJ
ཀུན་	ཀུན་	DET
འདུལ་	འདུལ་	NO_POS
གྱི་	གི་	PART
ཕྲིན་ལས་	ཕྲིན་ལས་	NOUN
དབང་	དབང་	NOUN
ཆོག་	ཆོག་	VERB
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
དུག་	དུག་	NOUN
ལྔ་	ལྔ་	NUM
འི་	གི་	PART
སྟོབས་	སྟོབས་	NOUN
འཇོམས་	འཇོམས་	NO_POS
།		PUNCT
གཏེར་སྟོན་	གཏེར་སྟོན་	OTHER
དབོན་	དབོན་	NO_POS
གས་	གསའ་	NO_POS
ས་	གིས་	PART
ཁྱུང་	ཁྱུང་	NOUN
ཐོག་	ཐོག་	NOUN
རྩལ་	རྩལ་	NOUN
གྱི་	གི་	PART
ཡང་གཏེར་	ཡང་གཏེར་	NO_POS
།		PUNCT
རྫོགས་ཆེན་	རྫོགས་ཆེན་	NOUN
ཀུན་བཟང་	ཀུན་བཟང་	ADJ
སྙིང་ཐིག་	སྙིང་ཐིག་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
རིགས་	རིགས་	NOUN
བདག་	བདག་	PRON
ཚེ་སྒྲུབ་	ཚེ་སྒྲུབ་	NOUN
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
སྲོག་	སྲོག་	NOUN
ཏིག་	ཏིག་	NO_POS
ཐུན་མོང་	ཐུན་མོང་	ADJ
མ་ཡིན་པ་	མ་ཡིན་པ་	OTHER
།		PUNCT
ཚེ་སྒྲུབ་	ཚེ་སྒྲུབ་	NOUN
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
སྲོག་	སྲོག་	NOUN
ཏིག་	ཏིག་	NO_POS
གི་	གི་	PART
སྒྲུབ་ཐབས་	སྒྲུབ་ཐབས་	NOUN
དབང་	དབང་	NOUN
བསྐུར་	བསྐུར་	NO_POS
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
འི་	གི་	PART
ཆོ་ག་	ཆོ་ག་	NOUN
དངོས་གྲུབ་	དངོས་གྲུབ་	NOUN
སྒོ་	སྒོ་	NOUN
འབྱེད་	འབྱེད་	VERB
།		PUNCT
གཏེར་སྟོན་	གཏེར་སྟོན་	OTHER
རོག་	རོག་	PROPN
རྗེ་	རྗེ་	NO_POS
གླིང་པ་	གླིང་པ་	NOUN
འགྲོ་	འགྲོ་	VERB
འདུལ་	འདུལ་	NO_POS
རྩལ་	རྩལ་	NOUN
གྱི་	གི་	PART
ཡང་གཏེར་	ཡང་གཏེར་	NO_POS
།		PUNCT
རྟ་མགྲིན་	རྟ་མགྲིན་	PROPN
ཡིད་བཞིན་	ཡིད་བཞིན་	OTHER
འབར་བ་	འབར་བ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
རིག་འཛིན་	རིག་འཛིན་	OTHER
ཚེ་	ཚེ་	NOUN
ཡི་	གི་	PART
སྒྲུབ་ཐབས་	སྒྲུབ་ཐབས་	NOUN
གསང་བ་	གསང་བ་	VERB
རྨད་བྱུང་	རྨད་བྱུང་	NOUN
།		PUNCT
ཚེ་སྒྲུབ་	ཚེ་སྒྲུབ་	NOUN
གསང་བ་	གསང་བ་	VERB
རྨད་བྱུང་	རྨད་བྱུང་	NOUN
གི་	གི་	PART
སྒྲུབ་ཐབས་	སྒྲུབ་ཐབས་	NOUN
དབང་	དབང་	NOUN
བསྐུར་	བསྐུར་	NO_POS
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
འི་	གི་	PART
ཆོ་ག་	ཆོ་ག་	NOUN
དགོས་པ་	དགོས་པ་	VERB
རྨད་བྱུང་	རྨད་བྱུང་	NOUN
།		PUNCT
མངའ་བདག་	མངའ་བདག་	NOUN
ཉང་	ཉང་	OTHER
རལ་	རལ་	NO_POS
ཉི་མ་	ཉི་མ་	NOUN
འོད་ཟེར་	འོད་ཟེར་	NOUN
གྱི་	གི་	PART
ཡང་གཏེར་	ཡང་གཏེར་	NO_POS
།		PUNCT
ཉང་	ཉང་	OTHER
གཏེར་	གཏེར་	NOUN
གུ་རུ་	གུ་རུ་	PROPN
མཚོ་སྐྱེས་	མཚོ་སྐྱེས་	OTHER
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
ཚེ་སྒྲུབ་	ཚེ་སྒྲུབ་	NOUN
འཆི་མེད་	འཆི་མེད་	NOUN
བདུད་རྩི་	བདུད་རྩི་	NOUN
འི་	གི་	PART
བུམ་པ་	བུམ་པ་	NOUN
དབང་	དབང་	NOUN
བསྐུར་	བསྐུར་	NO_POS
བཅའ་	བཅའ་	VERB
བཀླག་	བཀླག་	VERB
ཆོག་	ཆོག་	VERB
ཏུ་	ལ་	PART
བསྡེབས་པ་	བསྡེབས་པ་	VERB
བདུད་རྩི་	བདུད་རྩི་	NOUN
འི་	གི་	PART
ཆུ་རྒྱུན་	ཆུ་རྒྱུན་	NOUN
།		PUNCT
མངའ་བདག་	མངའ་བདག་	NOUN
ཉང་	ཉང་	OTHER
རལ་	རལ་	NO_POS
ཉི་མ་	ཉི་མ་	NOUN
འོད་ཟེར་	འོད་ཟེར་	NOUN
གྱི་	གི་	PART
ཡང་གཏེར་	ཡང་གཏེར་	NO_POS
།		PUNCT
ཐུགས་རྗེ་	ཐུགས་རྗེ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
འགྲོ་	འགྲོ་	VERB
འདུལ་	འདུལ་	NO_POS
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
བུམ་པ་	བུམ་པ་	NOUN
འི་	གི་	PART
གཟུངས་	གཟུངས་	NOUN
ཁྲུ་	ཁྲུ་	NOUN
ཆོ་ག་	ཆོ་ག་	NOUN
།		PUNCT
ཉང་	ཉང་	OTHER
གཏེར་	གཏེར་	NOUN
ཐུགས་རྗེ་	ཐུགས་རྗེ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
འགྲོ་	འགྲོ་	VERB
འདུལ་	འདུལ་	NO_POS
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
ནང་	ནང་	NOUN
སྒྲུབ་	སྒྲུབ་	VERB
ཀྱི་	གི་	PART
ཕྲིན་ལས་	ཕྲིན་ལས་	NOUN
བལྟ་	བལྟ་	VERB
ཆོག་	ཆོག་	VERB
ཏུ་	ལ་	PART
བཀོད་པ་	བཀོད་པ་	VERB
དྲི་མེད་	དྲི་མེད་	ADJ
ཤེལ་དཀར་	ཤེལ་དཀར་	NOUN
ཕྲེང་བ་	ཕྲེང་བ་	NOUN
།		PUNCT
ཉང་	ཉང་	OTHER
གཏེར་	གཏེར་	NOUN
ཐུགས་རྗེ་	ཐུགས་རྗེ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
འགྲོ་	འགྲོ་	VERB
འདུལ་	འདུལ་	NO_POS
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
དབང་	དབང་	NOUN
གི་	གི་	PART
ལག་ཁྲིད་	ལག་ཁྲིད་	NO_POS
གསལ་བ་	གསལ་བ་	VERB
ར་	ལ་	PART
བཀོད་པ་	བཀོད་པ་	VERB
དྲི་མེད་	དྲི་མེད་	ADJ
པད་དཀར་	པད་དཀར་	OTHER
སྡོང་བུ་	སྡོང་བུ་	NOUN
།		PUNCT
ཐུགས་རྗེ་	ཐུགས་རྗེ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
འགྲོ་	འགྲོ་	VERB
འདུལ་	འདུལ་	NO_POS
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
ཚེ་སྒྲུབ་	ཚེ་སྒྲུབ་	NOUN
ཆེན་	ཆེན་	NO_POS
མོ་	གོ་	PART
།		PUNCT
